Word,Valence,Arousal,Dominance
drab,0.327,0.3,0.293
draft,0.438,0.36,0.293
drafty,0.458,0.5,0.293
drag,0.388,0.606,0.293
dragon,0.541,0.821,0.293
dragonfly,0.571,0.373,0.293
drain,0.277,0.47,0.293
drainage,0.219,0.354,0.293
drained,0.31,0.441,0.293
draining,0.337,0.396,0.293
drainpipe,0.417,0.413,0.293
drake,0.467,0.411,0.293
drama,0.43,0.755,0.293
dramaqueen,0.337,0.682,0.293
dramatic,0.367,0.78,0.293
drape,0.417,0.439,0.293
drapery,0.479,0.22,0.293
drastic,0.194,0.839,0.293
drat,0.302,0.516,0.293
draught,0.465,0.245,0.293
draw,0.704,0.449,0.293
drawback,0.302,0.422,0.293
drawbridge,0.551,0.557,0.293
drawer,0.429,0.196,0.293
drawers,0.539,0.26,0.293
drawing,0.698,0.216,0.293
dread,0.153,0.792,0.293
dreaded,0.122,0.706,0.293
dreadful,0.092,0.786,0.293
dreadfully,0.246,0.806,0.293
dreading,0.125,0.76,0.293
dream,0.844,0.157,0.293
dreamboat,0.776,0.491,0.293
dreamer,0.82,0.394,0.293
dreaming,0.854,0.32,0.293
dreamland,0.844,0.471,0.293
dreams,0.865,0.415,0.293
dreamt,0.812,0.38,0.293
dreamy,0.837,0.35,0.293
dreary,0.26,0.49,0.293
dredge,0.427,0.445,0.293
drenched,0.302,0.361,0.293
dress,0.76,0.3,0.293
dresser,0.604,0.398,0.293
dressmaker,0.698,0.46,0.293
dressy,0.8,0.57,0.293
dribble,0.417,0.551,0.293
dried,0.427,0.26,0.293
drier,0.306,0.347,0.293
drift,0.316,0.52,0.293
drifted,0.312,0.542,0.293
drifter,0.449,0.512,0.293
driftwood,0.321,0.283,0.293
drill,0.25,0.602,0.293
drink,0.65,0.552,0.293
drinker,0.365,0.735,0.293
drinking,0.562,0.459,0.293
drinks,0.729,0.656,0.293
drip,0.392,0.193,0.293
dripping,0.302,0.257,0.293
drive,0.625,0.689,0.293
drivel,0.398,0.469,0.293
driver,0.553,0.538,0.293
driveway,0.612,0.392,0.293
drizzle,0.521,0.353,0.293
droll,0.459,0.573,0.293
drone,0.429,0.686,0.293
drones,0.398,0.577,0.293
drool,0.385,0.398,0.293
drooping,0.245,0.558,0.293
droopy,0.438,0.35,0.293
drop,0.479,0.321,0.293
droplet,0.625,0.208,0.293
dropout,0.253,0.55,0.293
dropper,0.333,0.216,0.293
drought,0.133,0.353,0.293
drove,0.541,0.528,0.293
drown,0.071,0.86,0.293
drowsiness,0.26,0.194,0.293
drowsy,0.375,0.18,0.293
drudgery,0.094,0.522,0.293
drug,0.214,0.79,0.293
drug dealing,0.042,0.843,0.293
drugged,0.102,0.75,0.293
druggist,0.24,0.561,0.293
drugs,0.167,0.75,0.293
drugstore,0.49,0.343,0.293
druid,0.517,0.445,0.293
drum,0.615,0.679,0.293
drummer,0.646,0.7,0.293
drumming,0.594,0.75,0.293
drunk,0.194,0.8,0.293
drunk driving,0.073,0.9,0.293
drunkard,0.24,0.873,0.293
drunken,0.155,0.849,0.293
drunkenness,0.214,0.774,0.293
dry,0.363,0.169,0.293
dryer,0.479,0.343,0.293
dryness,0.292,0.296,0.293
dual,0.573,0.33,0.293
dualism,0.49,0.406,0.293
duality,0.438,0.52,0.293
dub,0.51,0.48,0.293
dubious,0.414,0.48,0.293
duchess,0.656,0.548,0.293
duck,0.594,0.337,0.293
ducking,0.344,0.573,0.293
duckling,0.602,0.353,0.293
ducky,0.52,0.43,0.293
duct,0.449,0.435,0.293
ductile,0.508,0.42,0.293
dud,0.167,0.455,0.293
dude,0.809,0.356,0.293
duds,0.347,0.311,0.293
due,0.562,0.34,0.293
duel,0.271,0.696,0.293
dues,0.367,0.461,0.293
duet,0.694,0.693,0.293
duffel,0.5,0.4,0.293
dugout,0.49,0.37,0.293
duh,0.357,0.461,0.293
duke,0.667,0.44,0.293
dull,0.194,0.12,0.293
dullard,0.45,0.48,0.293
dumb,0.188,0.33,0.293
dumbasses,0.316,0.59,0.293
dumbbell,0.302,0.469,0.293
dumbbitch,0.281,0.636,0.293
dumfound,0.271,0.551,0.293
dumfounder,0.406,0.481,0.293
dummy,0.44,0.144,0.293
dump,0.345,0.5,0.293
dumpling,0.58,0.321,0.293
dumps,0.302,0.583,0.293
dumpster,0.229,0.418,0.293
dun,0.458,0.431,0.293
dunce,0.188,0.327,0.293
dune,0.459,0.173,0.293
dung,0.104,0.549,0.293
dungeon,0.276,0.608,0.293
dunk,0.406,0.333,0.293
duo,0.51,0.5,0.293
dupe,0.184,0.76,0.293
duplex,0.592,0.452,0.293
duplicate,0.521,0.49,0.293
duplication,0.48,0.564,0.293
duplicity,0.406,0.5,0.293
durability,0.75,0.398,0.293
durable,0.74,0.294,0.293
duration,0.656,0.37,0.293
duress,0.302,0.569,0.293
dusk,0.532,0.276,0.293
dusky,0.229,0.528,0.293
dust,0.344,0.246,0.293
duster,0.408,0.265,0.293
dustpan,0.609,0.466,0.293
dusty,0.406,0.294,0.293
dutiful,0.724,0.245,0.293
duty,0.583,0.579,0.293
dwarf,0.37,0.34,0.293
dwarfed,0.365,0.265,0.293
dweeb,0.354,0.446,0.293
dwell,0.698,0.245,0.293
dweller,0.615,0.304,0.293
dwelling,0.765,0.33,0.293
dye,0.479,0.314,0.293
dying,0.04,0.664,0.293
dyke,0.438,0.396,0.293
dynamic,0.724,0.75,0.293
dynamical,0.786,0.73,0.293
dynamics,0.745,0.682,0.293
dynamite,0.344,0.86,0.293
dynamo,0.531,0.65,0.293
dynasty,0.725,0.588,0.293
dysentery,0.26,0.528,0.293
dysfunction,0.156,0.41,0.293
dysfunctional,0.125,0.558,0.293
dyspepsia,0.212,0.47,0.293
eager,0.521,0.812,0.293
eagerness,0.406,0.621,0.293
eagle,0.604,0.594,0.293
ear,0.469,0.216,0.293
earful,0.533,0.462,0.293
earl,0.582,0.461,0.293
earlier,0.562,0.352,0.293
early,0.633,0.373,0.293
earn,0.865,0.769,0.293
earnest,0.653,0.38,0.293
earnestly,0.847,0.49,0.293
earnestness,0.812,0.373,0.293
earnings,0.938,0.65,0.293
earpiece,0.583,0.286,0.293
earring,0.583,0.52,0.293
earrings,0.676,0.346,0.293
earshot,0.552,0.332,0.293
earth,0.75,0.225,0.293
earthenware,0.552,0.21,0.293
earthling,0.531,0.412,0.293
earthly,0.625,0.318,0.293
earthquake,0.073,0.93,0.293
earthy,0.375,0.413,0.293
ease,0.796,0.385,0.293
easel,0.694,0.34,0.293
easement,0.479,0.345,0.293
easily,0.885,0.279,0.293
east,0.51,0.25,0.293
eastbound,0.541,0.408,0.293
eastern,0.521,0.42,0.293
easy,0.865,0.194,0.293
easygoing,0.823,0.276,0.293
eat,0.731,0.5,0.293
eater,0.459,0.337,0.293
eating,0.847,0.491,0.293
eatingdisorders,0.365,0.608,0.293
eavesdrop,0.375,0.71,0.293
eavesdropping,0.49,0.38,0.293
ebb,0.354,0.451,0.293
ebony,0.49,0.317,0.293
ebullient,0.659,0.856,0.293
eccentric,0.531,0.806,0.293
eccentricity,0.408,0.735,0.293
ecclesiastical,0.673,0.27,0.293
echelon,0.49,0.404,0.293
echinacea,0.592,0.418,0.293
echo,0.573,0.373,0.293
eclectic,0.646,0.542,0.293
eclipse,0.541,0.469,0.293
ecliptic,0.531,0.52,0.293
ecological,0.885,0.29,0.293
economic,0.561,0.408,0.293
economical,0.667,0.564,0.293
economics,0.625,0.481,0.293
economy,0.583,0.434,0.293
ecosystem,0.729,0.259,0.293
ecstasy,0.796,0.922,0.293
ecstatic,0.875,0.769,0.293
ecumenical,0.561,0.45,0.293
eddy,0.5,0.394,0.293
edema,0.25,0.519,0.293
edge,0.439,0.47,0.293
edging,0.479,0.394,0.293
edgy,0.281,0.895,0.293
edible,0.75,0.425,0.293
edict,0.316,0.547,0.293
edification,0.625,0.481,0.293
edifice,0.551,0.403,0.293
edit,0.51,0.41,0.293
editing,0.604,0.404,0.293
edition,0.542,0.455,0.293
editor,0.772,0.431,0.293
editorial,0.583,0.33,0.293
educate,0.76,0.38,0.293
educated,0.816,0.297,0.293
education,0.896,0.275,0.293
educational,0.745,0.457,0.293
educator,0.827,0.317,0.293
eeeek,0.367,0.54,0.293
eeek,0.333,0.49,0.293
eek,0.292,0.529,0.293
eel,0.292,0.564,0.293
eerie,0.265,0.771,0.293
effect,0.57,0.518,0.293
effective,0.844,0.632,0.293
effectiveness,0.64,0.654,0.293
effects,0.47,0.578,0.293
effectual,0.776,0.559,0.293
effectually,0.724,0.5,0.293
effectuate,0.51,0.602,0.293
effeminate,0.337,0.619,0.293
efficacious,0.823,0.698,0.293
efficacy,0.802,0.49,0.293
efficiency,0.802,0.509,0.293
efficient,0.959,0.604,0.293
effigy,0.51,0.44,0.293
effort,0.698,0.778,0.293
effortless,0.626,0.09,0.293
effusion,0.344,0.73,0.293
effyou,0.354,0.529,0.293
egg,0.684,0.241,0.293
egghead,0.316,0.492,0.293
eggnog,0.635,0.36,0.293
eggplant,0.592,0.152,0.293
eggshell,0.408,0.269,0.293
ego,0.328,0.576,0.293
egomaniac,0.133,0.708,0.293
egotistical,0.156,0.667,0.293
egregious,0.15,0.716,0.293
egress,0.49,0.429,0.293
eight,0.54,0.199,0.293
eighteen,0.523,0.34,0.293
eighth,0.531,0.226,0.293
eighty,0.5,0.3,0.293
ejaculate,0.604,0.896,0.293
ejaculation,0.615,0.893,0.293
eject,0.434,0.656,0.293
ejection,0.188,0.836,0.293
elaborate,0.561,0.367,0.293
elaboration,0.708,0.5,0.293
elan,0.562,0.367,0.293
elapse,0.514,0.44,0.293
elapsed,0.583,0.451,0.293
elastic,0.656,0.518,0.293
elasticity,0.635,0.452,0.293
elated,0.792,0.96,0.293
elation,0.74,0.853,0.293
elbow,0.448,0.133,0.293
eld,0.471,0.292,0.293
elder,0.448,0.153,0.293
elders,0.602,0.26,0.293
eldest,0.625,0.471,0.293
elect,0.667,0.554,0.293
election,0.625,0.519,0.293
elective,0.612,0.38,0.293
elector,0.479,0.52,0.293
electoral,0.49,0.631,0.293
electorate,0.56,0.38,0.293
electric,0.458,0.708,0.293
electric slide,0.542,0.66,0.293
electrical,0.531,0.62,0.293
electrician,0.449,0.59,0.293
electricity,0.698,0.81,0.293
electrify,0.52,0.769,0.293
electrocute,0.271,0.731,0.293
electrocution,0.177,0.844,0.293
electromagnetic,0.531,0.632,0.293
electron,0.52,0.455,0.293
electronic,0.571,0.49,0.293
electronics,0.708,0.545,0.293
elegance,0.918,0.396,0.293
elegant,0.865,0.5,0.293
element,0.531,0.259,0.293
elemental,0.627,0.306,0.293
elementary,0.594,0.286,0.293
elements,0.51,0.312,0.293
elephant,0.531,0.51,0.293
elevate,0.812,0.5,0.293
elevated,0.704,0.594,0.293
elevation,0.76,0.759,0.293
elevator,0.562,0.604,0.293
eleven,0.449,0.25,0.293
eleventh,0.594,0.329,0.293
elf,0.46,0.457,0.293
elicit,0.406,0.594,0.293
eligible,0.75,0.4,0.293
eliminate,0.265,0.67,0.293
elimination,0.052,0.667,0.293
elite,0.688,0.704,0.293
elitist,0.5,0.606,0.293
elixir,0.708,0.587,0.293
elk,0.439,0.337,0.293
ell,0.469,0.418,0.293
ellipse,0.531,0.41,0.293
ellipsis,0.653,0.358,0.293
ellipsoid,0.5,0.44,0.293
elliptic,0.5,0.431,0.293
elliptical,0.338,0.385,0.293
elm,0.51,0.345,0.293
elongate,0.583,0.385,0.293
elongation,0.561,0.5,0.293
elope,0.396,0.694,0.293
eloquence,0.729,0.49,0.293
eloquent,0.87,0.68,0.293
elucidate,0.583,0.509,0.293
elucidation,0.65,0.574,0.293
elude,0.438,0.521,0.293
elusive,0.229,0.615,0.293
emaciated,0.103,0.541,0.293
email,0.698,0.23,0.293
emanate,0.653,0.464,0.293
emancipation,0.704,0.684,0.293
embankment,0.677,0.438,0.293
embargo,0.229,0.564,0.293
embark,0.541,0.55,0.293
embarrass,0.082,0.667,0.293
embarrassed,0.184,0.56,0.293
embarrassing,0.226,0.809,0.293
embarrassment,0.143,0.685,0.293
embassy,0.622,0.333,0.293
embattled,0.235,0.724,0.293
embed,0.417,0.554,0.293
embellish,0.842,0.5,0.293
embellishment,0.673,0.449,0.293
embers,0.49,0.481,0.293
embezzlement,0.143,0.827,0.293
embezzler,0.146,0.823,0.293
emblem,0.64,0.33,0.293
emblematic,0.771,0.459,0.293
embodiment,0.562,0.69,0.293
embolism,0.104,0.66,0.293
embossed,0.531,0.481,0.293
embrace,0.949,0.49,0.293
embroidered,0.677,0.279,0.293
embroidery,0.781,0.358,0.293
embroiled,0.337,0.721,0.293
embryo,0.673,0.469,0.293
embryonic,0.573,0.453,0.293
emcee,0.694,0.577,0.293
emerald,0.74,0.363,0.293
emerge,0.602,0.594,0.293
emergence,0.276,0.857,0.293
emergency,0.2,0.9,0.293
emeritus,0.633,0.402,0.293
emery,0.469,0.583,0.293
emetophobia,0.243,0.62,0.293
emigrate,0.356,0.812,0.293
emigration,0.564,0.664,0.293
eminence,0.816,0.644,0.293
eminent,0.74,0.62,0.293
eminently,0.694,0.607,0.293
emir,0.51,0.396,0.293
emissary,0.562,0.462,0.293
emission,0.51,0.453,0.293
emit,0.638,0.445,0.293
emo,0.354,0.314,0.293
emotion,0.693,0.873,0.293
emotional,0.779,0.714,0.293
emotive,0.917,0.741,0.293
empathic,0.76,0.57,0.293
empathize,0.802,0.591,0.293
empathy,0.729,0.349,0.293
emperor,0.651,0.704,0.293
emphasis,0.653,0.745,0.293
emphasize,0.51,0.605,0.293
emphatic,0.615,0.707,0.293
emphysema,0.156,0.556,0.293
empire,0.688,0.73,0.293
empirical,0.5,0.51,0.293
empiricism,0.583,0.46,0.293
employ,0.729,0.481,0.293
employee,0.582,0.361,0.293
employer,0.663,0.518,0.293
employment,0.75,0.594,0.293
emporium,0.622,0.556,0.293
empower,0.694,0.779,0.293
empress,0.716,0.669,0.293
emptiness,0.177,0.173,0.293
emption,0.57,0.406,0.293
empty,0.188,0.183,0.293
emu,0.42,0.358,0.293
emulate,0.438,0.34,0.293
emulsion,0.562,0.431,0.293
enable,0.76,0.491,0.293
enablement,0.6,0.451,0.293
enact,0.68,0.564,0.293
enactment,0.667,0.612,0.293
enamel,0.594,0.28,0.293
encampment,0.677,0.573,0.293
enchant,0.873,0.65,0.293
enchanted,0.917,0.633,0.293
enchanting,0.917,0.681,0.293
enchantment,0.816,0.775,0.293
enchantress,0.398,0.663,0.293
enchilada,0.542,0.553,0.293
encircle,0.46,0.5,0.293
encircling,0.51,0.368,0.293
enclave,0.531,0.333,0.293
enclose,0.531,0.477,0.293
enclosure,0.417,0.375,0.293
encode,0.49,0.5,0.293
encomiastic,0.541,0.5,0.293
encomium,0.541,0.451,0.293
encompass,0.52,0.298,0.293
encore,0.51,0.423,0.293
encounter,0.865,0.702,0.293
encourage,0.896,0.58,0.293
encouraged,0.953,0.702,0.293
encouragement,0.865,0.7,0.293
encouraging,0.823,0.583,0.293
encroach,0.302,0.742,0.293
encroachment,0.255,0.736,0.293
encrypt,0.5,0.387,0.293
encryption,0.547,0.415,0.293
encumbrance,0.3,0.521,0.293
encyclopedia,0.679,0.32,0.293
end,0.198,0.349,0.293
end table,0.541,0.48,0.293
endanger,0.115,0.885,0.293
endangered,0.083,0.885,0.293
endangerment,0.167,0.873,0.293
endearing,0.663,0.434,0.293
endeavor,0.677,0.755,0.293
ended,0.302,0.5,0.293
endemic,0.406,0.48,0.293
endgame,0.449,0.538,0.293
ending,0.344,0.365,0.293
endless,0.347,0.462,0.293
endocarditis,0.235,0.587,0.293
endorse,0.592,0.392,0.293
endorsement,0.834,0.36,0.293
endow,0.684,0.398,0.293
endowed,0.755,0.51,0.293
endowment,0.685,0.578,0.293
endpapers,0.542,0.4,0.293
endpoint,0.311,0.41,0.293
endurance,0.592,0.745,0.293
endure,0.32,0.61,0.293
enduring,0.633,0.459,0.293
enema,0.281,0.673,0.293
enemy,0.135,0.794,0.293
energetic,0.847,0.868,0.293
energize,0.792,0.81,0.293
energy,0.944,0.725,0.293
enforce,0.583,0.644,0.293
enforcement,0.594,0.571,0.293
enforcer,0.398,0.612,0.293
engage,0.771,0.796,0.293
engaged,0.837,0.596,0.293
engagement,0.906,0.587,0.293
engaging,0.948,0.612,0.293
engender,0.561,0.741,0.293
engine,0.615,0.644,0.293
engineer,0.719,0.5,0.293
engineering,0.735,0.471,0.293
engrave,0.486,0.442,0.293
engraved,0.542,0.375,0.293
engraver,0.552,0.417,0.293
engraving,0.604,0.43,0.293
engrossed,0.541,0.471,0.293
engrossing,0.698,0.702,0.293
engulf,0.398,0.573,0.293
enhance,0.802,0.578,0.293
enhancement,0.877,0.49,0.293
enigma,0.513,0.7,0.293
enigmatic,0.469,0.589,0.293
enjoin,0.594,0.454,0.293
enjoy,0.959,0.725,0.293
enjoyable,1,0.481,0.293
enjoying,0.908,0.759,0.293
enjoyment,0.93,0.612,0.293
enlarge,0.735,0.606,0.293
enlarged,0.673,0.49,0.293
enlargement,0.677,0.577,0.293
enlighten,0.729,0.549,0.293
enlightened,0.956,0.566,0.293
enlightening,0.825,0.729,0.293
enlightenment,0.837,0.549,0.293
enlist,0.51,0.37,0.293
enliven,0.833,0.683,0.293
enmity,0.094,0.706,0.293
ennui,0.406,0.461,0.293
enormity,0.594,0.648,0.293
enormous,0.677,0.665,0.293
enormously,0.76,0.694,0.293
enraged,0.083,0.962,0.293
enrich,0.896,0.731,0.293
enroll,0.696,0.53,0.293
enrollment,0.667,0.391,0.293
ensemble,0.697,0.418,0.293
ensign,0.663,0.27,0.293
enslave,0.073,0.8,0.293
enslaved,0.104,0.72,0.293
enslavement,0.086,0.635,0.293
ensue,0.698,0.363,0.293
ensure,0.737,0.406,0.293
entail,0.484,0.63,0.293
entangled,0.319,0.578,0.293
entanglement,0.302,0.765,0.293
enter,0.708,0.47,0.293
enterprise,0.76,0.392,0.293
enterprising,0.865,0.784,0.293
entertain,0.918,0.684,0.293
entertained,0.902,0.644,0.293
entertainer,0.888,0.709,0.293
entertaining,0.833,0.658,0.293
entertainment,0.847,0.75,0.293
enthralled,0.745,0.602,0.293
enthusiasm,0.938,0.816,0.293
enthusiast,0.867,0.81,0.293
enthusiastic,0.885,0.868,0.293
entice,0.521,0.887,0.293
entire,0.689,0.462,0.293
entirety,0.854,0.46,0.293
entitle,0.729,0.333,0.293
entity,0.542,0.402,0.293
entomology,0.438,0.396,0.293
entourage,0.491,0.567,0.293
entrails,0.365,0.538,0.293
entrance,0.698,0.393,0.293
entrapment,0.177,0.604,0.293
entreat,0.304,0.56,0.293
entree,0.615,0.477,0.293
entrepreneur,0.885,0.704,0.293
entrust,0.693,0.31,0.293
entry,0.552,0.353,0.293
enumerate,0.521,0.39,0.293
enumeration,0.548,0.327,0.293
envelope,0.604,0.275,0.293
envious,0.11,0.754,0.293
environ,0.724,0.221,0.293
environment,0.646,0.194,0.293
environmental,0.633,0.313,0.293
environs,0.561,0.288,0.293
envision,0.625,0.449,0.293
envoy,0.531,0.375,0.293
envy,0.24,0.704,0.293
enzyme,0.562,0.277,0.293
ephemeral,0.5,0.312,0.293
ephemeris,0.64,0.38,0.293
epic,0.857,0.713,0.293
epidemic,0.092,0.83,0.293
epidermis,0.418,0.49,0.293
epidural,0.347,0.452,0.293
epilepsy,0.061,0.854,0.293
epileptic,0.146,0.794,0.293
epilogue,0.582,0.353,0.293
epiphany,0.625,0.596,0.293
episcopal,0.542,0.314,0.293
episode,0.719,0.367,0.293
episodic,0.531,0.542,0.293
epistle,0.604,0.417,0.293
epitaph,0.276,0.323,0.293
epithet,0.53,0.394,0.293
epitome,0.51,0.5,0.293
epoch,0.553,0.343,0.293
equal,0.781,0.178,0.293
equality,0.898,0.305,0.293
equalization,0.625,0.422,0.293
equalize,0.738,0.281,0.293
equalizer,0.604,0.451,0.293
equally,0.625,0.264,0.293
equate,0.724,0.382,0.293
equation,0.479,0.384,0.293
equator,0.55,0.302,0.293
equatorial,0.55,0.271,0.293
equestrian,0.633,0.519,0.293
equidistant,0.375,0.406,0.293
equilibration,0.724,0.317,0.293
equilibrium,0.676,0.235,0.293
equip,0.65,0.519,0.293
equipment,0.745,0.495,0.293
equitable,0.714,0.286,0.293
equity,0.792,0.304,0.293
equivalence,0.663,0.25,0.293
equivalent,0.646,0.347,0.293
equivocal,0.327,0.482,0.293
era,0.615,0.407,0.293
eradicate,0.26,0.69,0.293
eradication,0.208,0.788,0.293
erase,0.24,0.26,0.293
eraser,0.458,0.209,0.293
erasure,0.281,0.36,0.293
ere,0.479,0.312,0.293
erect,0.643,0.885,0.293
erectile,0.542,0.796,0.293
erection,0.64,0.856,0.293
ergo,0.385,0.4,0.293
erode,0.208,0.643,0.293
erosion,0.312,0.77,0.293
erotic,0.625,0.946,0.293
erotica,0.781,0.87,0.293
err,0.146,0.66,0.293
errand,0.385,0.519,0.293
errant,0.205,0.602,0.293
erratic,0.271,0.503,0.293
erratum,0.327,0.528,0.293
erroneous,0.057,0.561,0.293
error,0.094,0.559,0.293
erst,0.277,0.422,0.293
erudite,0.719,0.434,0.293
erupt,0.188,0.82,0.293
eruption,0.156,0.913,0.293
escalade,0.48,0.724,0.293
escalate,0.653,0.714,0.293
escalating,0.646,0.724,0.293
escalation,0.571,0.807,0.293
escalator,0.5,0.53,0.293
escape,0.367,0.765,0.293
escaped,0.365,0.755,0.293
escarpment,0.406,0.553,0.293
eschew,0.184,0.438,0.293
escort,0.729,0.48,0.293
escrow,0.449,0.52,0.293
esophagus,0.429,0.454,0.293
esoteric,0.5,0.676,0.293
especial,0.827,0.419,0.293
espionage,0.312,0.75,0.293
espouse,0.802,0.529,0.293
espresso,0.677,0.62,0.293
esprit,0.552,0.431,0.293
esquire,0.604,0.542,0.293
essay,0.559,0.411,0.293
essayist,0.656,0.46,0.293
essence,0.663,0.369,0.293
essential,0.812,0.405,0.293
essentially,0.75,0.373,0.293
establish,0.708,0.5,0.293
established,0.796,0.394,0.293
establishment,0.69,0.398,0.293
estate,0.653,0.385,0.293
esteem,0.745,0.38,0.293
esteemed,0.694,0.418,0.293
esthetic,0.635,0.36,0.293
estimable,0.796,0.408,0.293
estimate,0.719,0.469,0.293
estimation,0.74,0.48,0.293
estoppel,0.354,0.459,0.293
estranged,0.156,0.382,0.293
estrogen,0.58,0.5,0.293
estuary,0.469,0.278,0.293
etch,0.51,0.367,0.293
etching,0.567,0.491,0.293
eternal,0.854,0.409,0.293
eternity,0.765,0.52,0.293
ethanol,0.333,0.41,0.293
ether,0.49,0.306,0.293
ethereal,0.52,0.419,0.293
ethic,0.786,0.26,0.293
ethical,0.854,0.324,0.293
ethics,0.658,0.296,0.293
ethnic,0.583,0.373,0.293
ethnography,0.571,0.373,0.293
etiology,0.5,0.385,0.293
etiquette,0.604,0.35,0.293
etymology,0.531,0.37,0.293
eucalyptus,0.602,0.308,0.293
euchre,0.47,0.459,0.293
eugenics,0.448,0.53,0.293
eulogistic,0.74,0.623,0.293
eulogium,0.542,0.482,0.293
eulogize,0.85,0.518,0.293
eulogy,0.625,0.443,0.293
euphemism,0.418,0.453,0.293
euphoria,0.769,0.955,0.293
euphoric,0.745,0.904,0.293
euro,0.68,0.441,0.293
euthanasia,0.229,0.716,0.293
evacuate,0.354,0.792,0.293
evacuation,0.16,0.755,0.293
evade,0.304,0.49,0.293
evaluate,0.663,0.64,0.293
evaluation,0.542,0.667,0.293
evanescence,0.527,0.519,0.293
evangelical,0.602,0.389,0.293
evangelist,0.582,0.464,0.293
evangelistic,0.66,0.375,0.293
evaporate,0.357,0.469,0.293
evaporation,0.556,0.346,0.293
evasion,0.229,0.51,0.293
evasive,0.117,0.596,0.293
eve,0.612,0.378,0.293
evening,0.458,0.185,0.293
evens,0.592,0.43,0.293
event,0.745,0.673,0.293
eventful,0.543,0.837,0.293
eventual,0.633,0.459,0.293
eventuality,0.469,0.627,0.293
evergreen,0.729,0.471,0.293
everlasting,0.74,0.413,0.293
evermore,0.677,0.45,0.293
everyday,0.74,0.392,0.293
everyman,0.522,0.333,0.293
evict,0.042,0.632,0.293
eviction,0.185,0.731,0.293
evidence,0.5,0.5,0.293
evident,0.633,0.444,0.293
evidentiary,0.448,0.541,0.293
evil,0.04,0.827,0.293
evoke,0.438,0.341,0.293
evolution,0.781,0.657,0.293
evolutionary,0.796,0.673,0.293
evolve,0.655,0.692,0.293
ewe,0.429,0.216,0.293
ex,0.25,0.52,0.293
exacerbate,0.323,0.776,0.293
exacerbation,0.344,0.81,0.293
exact,0.719,0.354,0.293
exacting,0.448,0.673,0.293
